data,num_offerta,val_offerta,stato_offerta,n_pacchi_rimasti,valore_atteso,mediana_rimasti,max_rimasto,min_rimasto,std_rimasti,n_valori_alti,ratio_offerta_va
09/04/2024,5,40000,Rifiutata,4,75400.0,750.0,300000,100,129673.26,1,0.5305
10/04/2024,1,20000,Rifiutata,12,33448.42,150.0,300000,0,81841.05,2,0.5979
10/04/2024,2,8000,Rifiutata,9,11256.78,200.0,50000,0,17193.72,1,0.7107
10/04/2024,3,9000,Rifiutata,4,7775.0,550.0,30000,0,12837.52,0,1.1576
12/04/2024,1,28000,Rifiutata,15,28758.33,5000.0,200000,0,52754.42,3,0.9736
12/04/2024,2,28000,Rifiutata,9,36241.67,1000.0,200000,5,65493.75,2,0.7726
12/04/2024,3,18000,Rifiutata,6,20195.0,550.0,100000,20,36409.67,1,0.8913
12/04/2024,4,20000,Accettata,5,24214.0,1000.0,100000,20,38650.78,1,0.826
13/04/2024,1,42000,Rifiutata,15,50793.67,1000.0,300000,0,85771.54,5,0.8269
13/04/2024,2,50000,Rifiutata,9,72946.67,5000.0,300000,0,102542.84,4,0.6854
13/04/2024,3,39000,Rifiutata,7,65217.14,5000.0,300000,20,101947.69,3,0.598
13/04/2024,4,25000,Rifiutata,5,30304.0,1000.0,100000,20,39773.33,2,0.825
13/04/2024,5,17000,Rifiutata,3,17166.67,1000.0,50000,500,23217.57,1,0.9903
14/04/2024,1,40000,Rifiutata,12,60108.0,7500.0,300000,1,92779.03,4,0.6655
14/04/2024,2,52000,Rifiutata,9,79030.56,30000.0,300000,75,100187.93,4,0.658
14/04/2024,3,42000,Rifiutata,6,63512.5,40000.0,200000,75,72397.03,3,0.6613
14/04/2024,4,65000,Rifiutata,5,76200.0,75000.0,200000,1000,72964.1,3,0.853
14/04/2024,5,65000,Accettata,3,68666.67,5000.0,200000,1000,92881.05,1,0.9466
15/04/2024,1,28000,Rifiutata,12,49307.08,750.0,300000,5,93241.18,3,0.5679
15/04/2024,2,28000,Rifiutata,8,47706.88,750.0,300000,5,96949.53,2,0.5869
15/04/2024,3,28000,Rifiutata,6,58592.5,750.0,300000,5,109470.52,2,0.4779
15/04/2024,4,17000,Rifiutata,3,17166.67,1000.0,50000,500,23217.57,1,0.9903
28/04/2024,1,50000,Rifiutata,15,53777.0,15000.0,300000,5,84220.65,5,0.9298
28/04/2024,2,60000,Rifiutata,9,74055.56,20000.0,300000,500,101142.49,3,0.8102
28/04/2024,3,60000,Rifiutata,8,80812.5,20000.0,300000,500,105345.25,3,0.7425
28/04/2024,4,50000,Rifiutata,6,73583.33,20000.0,300000,500,106859.88,2,0.6795
28/04/2024,5,60000,Accettata,5,82300.0,10000.0,300000,500,115095.44,2,0.729
29/04/2024,1,45000,Rifiutata,15,50439.4,10000.0,300000,1,85289.41,4,0.8922
29/04/2024,2,38000,Rifiutata,9,45119.56,10000.0,200000,1,64682.16,3,0.8422
29/04/2024,3,33000,Accettata,7,42296.57,5000.0,200000,1,69026.92,2,0.7802
30/04/2024,1,36000,Rifiutata,15,33778.67,10000.0,200000,10,53329.97,4,1.0658
30/04/2024,2,36000,Rifiutata,9,40177.78,10000.0,200000,100,61574.68,3,0.896
30/04/2024,3,30000,Accettata,6,38600.0,5500.0,200000,100,72527.58,1,0.7772
06/05/2024,1,36000,Rifiutata,15,43796.07,500.0,300000,1,86585.17,3,0.822
06/05/2024,2,21000,Rifiutata,9,37973.89,500.0,300000,5,93108.75,1,0.553
06/05/2024,3,27000,Rifiutata,6,55252.5,750.0,300000,5,109988.04,1,0.4887
06/05/2024,4,33000,Rifiutata,5,66302.0,1000.0,300000,10,117406.54,1,0.4977
06/05/2024,5,9000,Rifiutata,4,7877.5,750.0,30000,10,12777.23,0,1.1425
07/05/2024,1,31000,Rifiutata,15,41129.4,200.0,300000,0,86120.8,3,0.7537
07/05/2024,2,39000,Rifiutata,9,64094.56,500.0,300000,1,104697.07,3,0.6085
07/05/2024,3,28000,Rifiutata,6,46108.33,750.0,200000,50,74016.21,2,0.6073
07/05/2024,4,39000,Rifiutata,5,55230.0,1000.0,200000,50,77941.32,2,0.7061
07/05/2024,5,31000,Accettata,4,50287.5,550.0,200000,50,86437.38,1,0.6165
08/05/2024,1,38000,Rifiutata,15,45075.73,5000.0,300000,0,85009.29,4,0.843
08/05/2024,2,44000,Rifiutata,9,64569.44,1000.0,300000,0,104418.01,3,0.6814
08/05/2024,3,30000,Rifiutata,8,47640.62,550.0,300000,0,98421.27,2,0.6297
08/05/2024,4,20000,Rifiutata,6,51020.0,550.0,300000,0,111361.1,1,0.392
08/05/2024,5,31000,Rifiutata,5,61220.0,1000.0,300000,0,119403.99,1,0.5064
08/05/2024,6,38000,Accettata,4,75275.0,550.0,300000,0,129745.62,1,0.5048
10/05/2024,1,42000,Rifiutata,15,50450.07,1000.0,300000,1,85809.14,5,0.8325
10/05/2024,2,49000,Rifiutata,12,63014.25,15000.0,300000,1,91731.7,5,0.7776
10/05/2024,3,29000,Rifiutata,8,55771.25,10500.0,300000,20,95944.36,3,0.52
10/05/2024,4,35000,Rifiutata,6,62695.0,550.0,300000,20,109576.48,2,0.5583
10/05/2024,5,15000,Rifiutata,5,15234.0,100.0,75000,20,29885.24,1,0.9846
12/05/2024,1,15000,Rifiutata,15,14110.73,500.0,100000,0,26788.76,2,1.063
12/05/2024,2,19000,Rifiutata,12,17220.0,750.0,100000,0,29108.87,2,1.1034
12/05/2024,3,9000,Rifiutata,8,15823.12,750.0,100000,0,32255.4,1,0.5688
12/05/2024,4,22000,Rifiutata,5,25215.0,10000.0,100000,75,37807.47,1,0.8725
12/05/2024,5,8000,Rifiutata,4,6518.75,5500.0,15000,75,6245.58,0,1.2272
12/05/2024,6,12500,Rifiutata,3,8666.67,10000.0,15000,1000,5792.72,0,1.4423
13/05/2024,1,33000,Rifiutata,15,33778.73,5000.0,300000,1,74234.41,3,0.9769
13/05/2024,2,15000,Rifiutata,6,20250.17,8000.0,75000,1,26742.08,1,0.7407
13/05/2024,3,20000,Rifiutata,5,24200.2,15000.0,75000,1,27650.5,1,0.8264
13/05/2024,4,7500,Rifiutata,3,5333.67,1000.0,15000,1,6847.29,0,1.4062
14/05/2024,1,47000,Rifiutata,15,50782.4,5000.0,300000,1,85622.62,5,0.9255
14/05/2024,2,47000,Rifiutata,9,74063.89,10000.0,300000,75,101793.43,4,0.6346
14/05/2024,3,35000,Rifiutata,7,51653.57,10000.0,200000,75,69615.9,3,0.6776
14/05/2024,4,35000,Rifiutata,6,58595.83,25500.0,200000,75,72915.96,3,0.5973
14/05/2024,5,47000,Accettata,4,62875.0,25500.0,200000,500,81682.6,2,0.7475
15/05/2024,1,33000,Rifiutata,15,43796.73,500.0,300000,1,86584.83,3,0.7535
15/05/2024,2,33000,Rifiutata,9,56847.89,500.0,300000,1,105943.44,2,0.5805
15/05/2024,3,14000,Rifiutata,6,33521.83,62.5,200000,1,74452.14,1,0.4176
16/05/2024,1,30000,Rifiutata,15,31790.33,1000.0,200000,0,54232.17,4,0.9437
16/05/2024,2,30000,Rifiutata,9,33483.89,75.0,200000,0,66592.05,2,0.896
16/05/2024,3,15000,Rifiutata,7,28757.86,75.0,200000,0,69910.09,1,0.5216
01/05/2024,1,43000,Rifiutata,15,51754.73,10000.0,300000,0,85126.48,5,0.8308
01/05/2024,2,49000,Rifiutata,9,70122.22,10000.0,300000,0,103331.65,3,0.6988
01/05/2024,3,58000,Rifiutata,8,78887.5,12500.0,300000,100,106398.49,3,0.7352
01/05/2024,4,32000,Accettata,5,65220.0,10000.0,300000,100,117522.57,1,0.4906
04/05/2024,1,16000,Rifiutata,15,21455.73,500.0,200000,0,49763.49,2,0.7457
04/05/2024,2,22000,Rifiutata,12,25135.92,750.0,200000,0,54825.09,2,0.8752
04/05/2024,3,29000,Rifiutata,9,33500.11,5000.0,200000,0,61056.38,2,0.8657
04/05/2024,4,36000,Rifiutata,6,44333.5,8000.0,200000,0,71802.09,2,0.812
04/05/2024,5,40000,Rifiutata,5,50200.2,1000.0,200000,0,77331.36,2,0.7968
04/05/2024,6,50000,Accettata,4,62750.0,25500.0,200000,0,81778.28,2,0.7968
05/05/2024,1,32000,Rifiutata,15,40793.4,1000.0,300000,1,85162.5,3,0.7844
05/05/2024,2,8000,Rifiutata,4,10250.25,5500.0,30000,1,12049.16,0,0.7805
05/05/2024,3,19000,Rifiutata,3,13666.67,10000.0,30000,1000,12119.77,0,1.3902
20/05/2024,1,20000,Rifiutata,15,20464.07,200.0,200000,1,51442.29,2,0.9773
20/05/2024,2,15000,Rifiutata,12,24271.75,87.5,200000,1,56775.58,2,0.618
20/05/2024,3,20000,Rifiutata,9,31243.44,100.0,200000,1,64001.42,2,0.6401
20/05/2024,4,25000,Rifiutata,8,35136.38,537.5,200000,1,66871.6,2,0.7115
20/05/2024,5,30000,Rifiutata,7,40154.43,1000.0,200000,1,70065.64,2,0.7471
20/05/2024,6,10000,Rifiutata,6,13513.5,537.5,75000,1,27553.94,1,0.74
20/05/2024,7,25000,Accettata,3,25358.33,1000.0,75000,75,35103.99,1,0.9859
